created_at,id_str,full_text,lang,location
2023-11-16,1725122061339894196,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan partai demokrat bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-16,1725116394973630720,nama koalisi indonesia maju partai golkar partai gerindra partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-16,1725110377816695001,nama koalisi indonesia maju partai golkar partai gerindra partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-16,1725098911080300992,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan partai demokrat partai bintang pbb bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-16,1725096706537382199,politikus partai amanat nasional badan terima pajak bentuk gabung direktorat jenderal pajak bea cukai lembaga bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-16,1725091941472477238,pan pan asu partai amanat nasional,in,
2023-11-16,1725086056268382434,politikus partai amanat nasional badan terima pajak bentuk gabung direktorat jenderal pajak bea cukai lembaga bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-16,1725073979998978113,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan partai demokrat bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-16,1725069461466796372,politikus partai amanat nasional badan terima pajak bentuk gabung direktorat jenderal pajak bea cukai lembaga bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-16,1725046654729150599,partai amanat nasional pan saleh partaonan daulay nilai nomor urut 2 pasang prabowo gibran pan partaiamanatnasional te12depan bluesquad,in,Ampera
2023-11-16,1725046350029693416,nama koalisi indonesia maju partai golkar partai gerindra partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-16,1725046280249123089,ketua dpp partai amanat nasional pan nilai no urut 2 pasang koalisi indonesia maju kim prabowo gibran pan partaiamanatnasional te12depan bluesquad,in,Banyuwangi
2023-11-16,1725036463119913179,partai amanat nasional pan menep tuduh intimidasi kepala daerah intimidasi pan partaiamanatnasional te12depan bluesquad,in,Magelang
2023-11-16,1724997866329121143,nama koalisi indonesia maju partai golkar partai gerindra partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-16,1724994985953792376,usia matang partai amanat nasional diri era reformasi 1998 uji partai papan panggung politik indonesia strategipemilu2024 polhuk adadikompas,in,"Palmerah, Jakarta"
2023-11-16,1724992009621094458,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan partai demokrat bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-16,1724988812512931912,nama koalisi indonesia maju partai golkar partai gerindra partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-16,1724978033612972211,pilih muda kelompok rentan abai partai amanat nasional patah stigma negatif tersbt pan fokus generasi muda gandeng anak muda peran aktif bantu hidup masyarakat program profesional rakyat,in,Dihati mu
2023-11-17,1725490470116344146,partai amanat nasional pan saldo gopay nila rp 500 00 untung langsung cek instagram pan teman pan partaiamanatnasional te12depan bluesquad,in,"Banten, Indonesia"
2023-11-17,1725474997429555382,politikus partai amanat nasional badan terima pajak bentuk gabung direktorat jenderal pajak bea cukai lembaga prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,
2023-11-17,1725468813381247454,nama koalisi indonesia maju partai golkar partai gerindra partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-17,1725466466760417718,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan partai demokrat partai bintang pbb bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
